"numero_ocorrencia","ano","mes","dia","rpm_2024","ueop_2024","cia_pm","pelotao","nome_municipio","nome_bairro","natureza_ocorrencia_descricao_longa","numero_envolvido","envolvimento_descricao","furto","roubo","extorsao","data_fato"
"2024-022069516-001",2024,5,11,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,TABAJARAS,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-11"
"2024-022066421-001",2024,5,14,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-14"
"2024-022033280-001",2024,5,10,"15 RPM","19 BPM","47 CIA PM",PC,TEOFILO OTONI,SAO FRANCISCO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-10"
"2024-021997410-001",2024,5,9,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-09"
"2024-021879989-001",2024,5,12,"15 RPM","19 BPM","42 CIA PM",PC,TEOFILO OTONI,MINAS NOVA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-12"
"2024-021819776-001",2024,5,12,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-12"
"2024-021770520-001",2024,5,12,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,AEROPORTO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-12"
"2024-021758736-001",2024,4,26,"15 RPM","19 BPM","42 CIA PM",PC,TEOFILO OTONI,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-26"
"2024-021705462-001",2024,5,11,"15 RPM","19 BPM","232 CIA PM",PM,NOVO CRUZEIRO,CENTRO,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-11"
"2024-021574842-001",2024,5,11,"15 RPM","19 BPM","232 CIA PM",PM,NOVO CRUZEIRO,CENTRO,FURTO,1.0,VITIMA E PROPRIETARIO/FUNCIONARIO ESTABELECIM,1,0,0,"2024-05-11"
"2024-021565986-001",2024,5,11,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,GRAO PARA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-11"
"2024-021560589-001",2024,5,10,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-10"
"2024-021534825-001",2024,5,11,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,SAO CRISTOVAO,ROUBO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-05-11"
"2024-021455207-001",2024,5,9,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-09"
"2024-021392841-001",2024,5,10,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,MANOEL PIMENTA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-10"
"2024-021331634-001",2024,5,8,"15 RPM","19 BPM","155 CIA PM",PM,NOVA MODICA,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-08"
"2024-021331110-001",2024,5,4,"15 RPM","19 BPM","232 CIA PM",PM,SETUBINHA,,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-04"
"2024-021331110-001",2024,5,4,"15 RPM","19 BPM","232 CIA PM",PM,SETUBINHA,,FURTO,1.0,SOLICITANTE,0,0,0,"2024-05-04"
"2024-021264995-001",2024,5,5,"15 RPM","19 BPM","155 CIA PM",PM,FREI GASPAR,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-05"
"2024-021254660-001",2024,5,3,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,TEOFILO ROCHA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-03"
"2024-021247277-001",2024,4,8,"15 RPM","19 BPM","42 CIA PM",PC,TEOFILO OTONI,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-08"
"2024-021175293-001",2024,5,9,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,MANOEL PIMENTA,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-09"
"2024-021096249-001",2024,5,8,"15 RPM","19 BPM","232 CIA PM",PM,POTE,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-08"
"2024-021032081-001",2024,5,8,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,VIRIATO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-08"
"2024-021024830-001",2024,5,8,"15 RPM","19 BPM","42 CIA PM",PC,TEOFILO OTONI,BELA VISTA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-08"
"2024-020975804-001",2024,5,7,"15 RPM","19 BPM","155 CIA PM",PM,OURO VERDE DE MINAS,,ROUBO,4.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-05-07"
"2024-020932000-001",2024,5,7,"15 RPM","19 BPM","155 CIA PM",PM,FREI GASPAR,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-07"
"2024-020894284-001",2024,5,7,"15 RPM","19 BPM","42 CIA PM",PC,TEOFILO OTONI,,FURTO,1.0,VITIMA - OUTROS,1,0,0,"2024-05-07"
"2024-020885619-001",2024,5,6,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,IPIRANGA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-06"
"2024-020864078-001",2024,5,5,"15 RPM","19 BPM","232 CIA PM",PC,NOVO CRUZEIRO,DISTRITO DE QUEIXADA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-05"
"2024-020846730-001",2024,5,7,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,SAO DIOGO,FURTO,2.0,SOLICITANTE,0,0,0,"2024-05-07"
"2024-020846730-001",2024,5,7,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,SAO DIOGO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-07"
"2024-020835966-001",2024,5,5,"15 RPM","19 BPM","232 CIA PM",PM,ITAIPE,SAO PEDRO,FURTO,1.0,SOLICITANTE,1,0,0,"2024-05-05"
"2024-020752822-001",2024,5,6,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,,ROUBO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-05-06"
"2024-020745257-001",2024,5,6,"15 RPM","19 BPM","232 CIA PM",PC,NOVO CRUZEIRO,SAO BENTO,FURTO,1.0,SOLICITANTE,0,0,0,"2024-05-06"
"2024-020745257-001",2024,5,6,"15 RPM","19 BPM","232 CIA PM",PC,NOVO CRUZEIRO,SAO BENTO,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-06"
"2024-020743678-001",2024,5,6,"15 RPM","19 BPM","232 CIA PM",PM,FRANCISCOPOLIS,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-06"
"2024-020657099-001",2024,5,6,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,MARAJOARA,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-06"
"2024-020657099-001",2024,5,6,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,MARAJOARA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-06"
"2024-020606410-001",2024,5,5,"15 RPM","19 BPM","232 CIA PM",PM,NOVO CRUZEIRO,SÃO FRANCISCO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-05"
"2024-020395729-001",2024,5,4,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-04"
"2024-020365068-001",2024,5,3,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,SANTA CLARA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-03"
"2024-020343813-001",2024,5,3,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,SAO DIOGO,ROUBO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-05-03"
"2024-020335256-001",2024,5,3,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,TEOFILO ROCHA,ROUBO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-05-03"
"2024-020335256-001",2024,5,3,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,TEOFILO ROCHA,ROUBO,3.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-05-03"
"2024-020240302-001",2024,5,1,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,MARAJOARA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-01"
"2024-020201922-001",2024,5,3,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,GRAO PARA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-03"
"2024-020103771-001",2024,5,2,"15 RPM","19 BPM","232 CIA PM",PM,SETUBINHA,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-02"
"2024-020103771-001",2024,5,2,"15 RPM","19 BPM","232 CIA PM",PM,SETUBINHA,CENTRO,FURTO,2.0,SOLICITANTE,0,0,0,"2024-05-02"
"2024-020044245-001",2024,4,30,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-30"
"2024-020042575-001",2024,5,2,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-02"
"2024-020042575-001",2024,5,2,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,SOLICITANTE,0,0,0,"2024-05-02"
"2024-020034722-001",2024,5,2,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,MARAJOARA,FURTO,3.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-02"
"2024-020034722-001",2024,5,2,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,MARAJOARA,FURTO,2.0,SOLICITANTE,0,0,0,"2024-05-02"
"2024-020029184-001",2024,4,20,"15 RPM","19 BPM","232 CIA PM",PM,NOVO CRUZEIRO,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-20"
"2024-020021398-001",2024,5,1,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,DOUTOR LAERTE LAENDER,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-01"
"2024-020018353-001",2024,4,26,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-26"
"2024-020017359-001",2024,4,28,"15 RPM","19 BPM","232 CIA PM",PM,MALACACHETA,TANCREDO NEVES,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-28"
"2024-019990537-001",2024,5,1,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,MINAS NOVA,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-01"
"2024-019990537-001",2024,5,1,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,MINAS NOVA,FURTO,1.0,SOLICITANTE,0,0,0,"2024-05-01"
"2024-019983197-001",2024,4,30,"15 RPM","19 BPM","155 CIA PM",PM,OURO VERDE DE MINAS,,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-30"
"2024-019930471-001",2024,4,25,"15 RPM","19 BPM","42 CIA PM",PC,TEOFILO OTONI,SAO CRISTOVAO,EXTORSAO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,0,1,"2024-04-25"
"2024-019887957-001",2024,5,1,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-01"
"2024-019835177-001",2024,4,29,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,SAO BENEDITO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-29"
"2024-019827443-001",2024,4,30,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,DISTRITO DE TOPAZIO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-30"
"2024-019815740-001",2024,4,30,"15 RPM","19 BPM","232 CIA PM",PC,MALACACHETA,TANCREDO NEVES,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-30"
"2024-019798149-001",2024,4,30,"15 RPM","19 BPM","232 CIA PM",PM,NOVO CRUZEIRO,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-30"
"2024-019783846-001",2024,4,25,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-25"
"2024-019781912-001",2024,4,30,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,CONCORDIA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-30"
"2024-019776781-001",2024,4,30,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,SAO CRISTOVAO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-30"
"2024-019725134-001",2024,4,30,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,MARAJOARA,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-30"
"2024-019669047-001",2024,4,29,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,ROUBO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-04-29"
"2024-019623624-001",2024,4,29,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,MARAJOARA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-29"
"2024-019622777-001",2024,4,27,"15 RPM","19 BPM","232 CIA PM",PM,CATUJI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-27"
"2024-019622777-001",2024,4,27,"15 RPM","19 BPM","232 CIA PM",PM,CATUJI,CENTRO,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-27"
"2024-019588310-001",2024,4,28,"15 RPM","19 BPM","47 CIA PM",PC,TEOFILO OTONI,SOLIDARIEDADE,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-28"
"2024-019542546-001",2024,4,26,"15 RPM","19 BPM","232 CIA PM",PM,NOVO CRUZEIRO,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-26"
"2024-019442721-001",2024,4,28,"15 RPM","19 BPM","232 CIA PM",PM,CARAI,CENTRO,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-28"
"2024-019400000-001",2024,4,28,"15 RPM","19 BPM","155 CIA PM",PM,PESCADOR,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-28"
"2024-019381839-001",2024,4,27,"15 RPM","19 BPM","232 CIA PM",PM,CARAI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-27"
"2024-019305701-001",2024,4,24,"15 RPM","19 BPM","42 CIA PM",PC,TEOFILO OTONI,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-24"
"2024-019179185-001",2024,4,26,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,FREI DIMAS,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-26"
"2024-019179185-001",2024,4,26,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,FREI DIMAS,FURTO,3.0,SOLICITANTE,0,0,0,"2024-04-26"
"2024-019158781-001",2024,4,24,"15 RPM","19 BPM","232 CIA PM",PM,SETUBINHA,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-24"
"2024-019077255-001",2024,4,26,"15 RPM","19 BPM","232 CIA PM",PM,NOVO CRUZEIRO,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-26"
"2024-019072722-001",2024,4,23,"15 RPM","19 BPM","42 CIA PM",PM,NOVO ORIENTE DE MINAS,,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-23"
"2024-019046605-001",2024,4,26,"15 RPM","19 BPM","232 CIA PM",PC,NOVO CRUZEIRO,DISTRITO DO LUFA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-26"
"2024-019021705-001",2024,4,25,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CASTRO PIRES,ROUBO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-04-25"
"2024-018958340-001",2024,4,24,"15 RPM","19 BPM","232 CIA PM",PM,POTE,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-24"
"2024-018950904-001",2024,4,25,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-25"
"2024-018923078-001",2024,4,25,"15 RPM","19 BPM","47 CIA PM",PC,TEOFILO OTONI,VILA SAO JOAO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-25"
"2024-018863740-001",2024,4,25,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-25"
"2024-018769949-001",2024,4,24,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-24"
"2024-018697125-001",2024,4,24,"15 RPM","19 BPM","42 CIA PM",PC,TEOFILO OTONI,BELA VISTA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-24"
"2024-018631755-001",2024,4,23,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,2.0,SOLICITANTE,0,0,0,"2024-04-23"
"2024-018631755-001",2024,4,23,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,4.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-23"
"2024-018586079-001",2024,4,23,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,SOLICITANTE,0,0,0,"2024-04-23"
"2024-018586079-001",2024,4,23,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-23"
"2024-018562998-001",2024,4,23,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,CONCORDIA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-23"
"2024-018466554-001",2024,4,22,"15 RPM","19 BPM","155 CIA PM",PM,ATALEIA,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-22"
"2024-018390832-001",2024,4,20,"15 RPM","19 BPM","232 CIA PM",PM,POTE,FLORESTA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-20"
"2024-018386427-001",2024,4,6,"15 RPM","19 BPM","42 CIA PM",PM,PAVAO,CORREGO DA ALDEIA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-06"
"2024-018383659-001",2024,4,22,"15 RPM","19 BPM","47 CIA PM",PC,TEOFILO OTONI,TEOFILO ROCHA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-22"
"2024-018311952-001",2024,4,22,"15 RPM","19 BPM","232 CIA PM",PM,CARAI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-22"
"2024-018298362-001",2024,4,21,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,INDAIA,EXTORSAO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,0,1,"2024-04-21"
"2024-018215760-001",2024,4,21,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-21"
"2024-018203530-001",2024,4,21,"15 RPM","19 BPM","155 CIA PM",PM,NOVA MODICA,ESPERANCA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-21"
"2024-018199568-001",2024,4,21,"15 RPM","19 BPM","155 CIA PM",PM,NOVA MODICA,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-21"
"2024-018148553-001",2024,4,21,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-21"
"2024-018090229-001",2024,4,7,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-07"
"2024-018063724-001",2024,4,20,"15 RPM","19 BPM","232 CIA PM",PM,MALACACHETA,ALVORADA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-20"
"2024-018063618-001",2024,4,20,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,SAO DIOGO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-20"
"2024-018046608-001",2024,4,11,"15 RPM","19 BPM","42 CIA PM",PM,NOVO ORIENTE DE MINAS,,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-11"
"2024-018021500-001",2024,4,20,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-20"
"2024-018007460-001",2024,4,19,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,MARAJOARA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-19"
"2024-017989280-001",2024,4,20,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,GRAO PARA,FURTO,2.0,SOLICITANTE,1,0,0,"2024-04-20"
"2024-017905930-001",2024,4,19,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-19"
"2024-017828807-001",2024,4,19,"15 RPM","19 BPM","42 CIA PM",PC,TEOFILO OTONI,NOVO HORIZONTE,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-19"
"2024-017701290-001",2024,4,13,"15 RPM","19 BPM","232 CIA PM",PC,MALACACHETA,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-13"
"2024-017699716-001",2024,4,18,"15 RPM","19 BPM","232 CIA PM",PM,MALACACHETA,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-18"
"2024-017680280-001",2024,4,18,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,HOLLYWOOD,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-18"
"2024-017649433-001",2024,4,18,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,MARAJOARA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-18"
"2024-017638866-001",2024,4,18,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,HOLLYWOOD,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-18"
"2024-017629370-001",2024,4,18,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-18"
"2024-017537510-001",2024,4,15,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,2.0,VITIMA - OUTROS,1,0,0,"2024-04-15"
"2024-017537510-001",2024,4,15,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-15"
"2024-017526915-001",2024,4,17,"15 RPM","19 BPM","232 CIA PM",PM,POTE,CENTRO,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-17"
"2024-017463839-001",2024,5,6,"15 RPM","19 BPM","42 CIA PM",PC,TEOFILO OTONI,TOPAZIO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-05-06"
"2024-017448897-001",2024,4,17,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-17"
"2024-017404605-001",2024,4,16,"15 RPM","19 BPM","232 CIA PM",PM,CARAI,,ROUBO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-04-16"
"2024-017336570-001",2024,4,12,"15 RPM","19 BPM","155 CIA PM",PM,SAO JOSE DO DIVINO,,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-12"
"2024-017312148-001",2024,4,16,"15 RPM","19 BPM","155 CIA PM",PM,SAO JOSE DO DIVINO,SAIDA PARA  ITABIRINHA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-04-16"
"2024-017247937-001",2024,4,16,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,GRAO PARA,FURTO,1.0,SOLICITANTE,1,0,0,"2024-04-16"
